,MEdID,Review
137,MED_29,"The PT staff is one of the best out there. Kind, friendly, and progressive. They won't waste your time. The most knowledgeable crew I've seen in a long time. Good to know my clients are safe and secure with them."
138,MED_29,"Steve Creer is a good & knowledgeable therapist, I had a good experience over 8 weeks w/good results. However, if your looking for a lot of focused / one on one attention, you're probably going to be a little disappointed. Steve is a BUSY man and rotates several patients (up to 4 or 5 sometimes) at a time. If you don't need a lot of hand holding, you won't be disappointed."
139,MED_29,"I work in the gym with Athletic Physical Therapy and they are amazing!!! They are attentive, informative, punctual, and very educated. They help me with my clients everyday and I feel very confident in them. They have amazing ice packs too haha The facility is clean and private, anyone would feel comfortable here :)"
140,MED_29,"The PTs and the PT aides are knowledgeable and attentive. They make sure that you are comfortable and try to give you appointments that work best for you. They also do not kick you out when your time is up and let you stay around to get heat or ice. I've also seen them cleaning off the beds after every patient and do the laundry a lot. Their billing department is also patient.The aide that used to work there was very fun and kind. Their aides are patient and make sure you do your exercises properly. They make you feel at home, which is the most important thing whenever I have to see any medical professional. (I have to say though, even though the other aide doesn't work there anymore, since she was my favorite, I would still go back to them first if I had to)"
141,MED_29,Steve worked on my shoulder and helped me get through a bad injury. I feel stronger than ever before.
142,MED_29,"The staff is very polite and helpful. They were caring from the minute I called which helped me make the decision and go to them. After a few weeks of treatment, I know I made the right decision."
143,MED_32,"I am so thankful I chose Hayden for my therapy. I first met with Mike Hyde, a PT. He was so thorough in understanding my issue, empathetic to my situation, and provides great therapy. The assistants there are amazing, too. Each one is personal and kind, efficient, and attentive. I am self-pay and the rate is reasonable. Thankful for a great place to go that is close to home."
144,MED_34,"I ran a lot in my younger days, but due to less than ideal ankles and my leg's pre-disposition to heavy stress (genuvalgum), I ran to the point of where it hurt enough for my jaws to clench simply walking across campus or going down the stairs. No one really knew what was going on, but the doctors told me to either seek physical therapy or orthopaedics if necessary. I didn't have the time to go physical therapy, and orthopaedics seemed daunting. With no way of understanding what was going on, I stopped running. I gained 15 pounds my first year and 10 more the second year...I mentioned that I wanted to run again to my current doctors at Kaiser (they are fantasic!), who figured out what I had and sent me off to physical therapy.I chose this place since it's close to me, and love the staff here. My treatment for PFS (runner's knee) included several different exercises to build strength, as well as a sonic deep tissue ""treatment"". Appointments shouldn't last more than 30-40minutes, and the staff here are very friendly and accommodating. The road to healing was pretty long, but I can now actually run for more than 5 minutes without that awful, resonating pain in my knees. I really want to thank PA. I recently experienced that runner's high again for the first time in two years (runners, you know what I'm talking about). I am so thankful for the advice they've given and work they've done on me."
145,MED_34,"Good variety of equipment that they keep clean . They know how to ""create "" things that work! Example two tennis balls taped strategically apart to massage my neck . Worked perfectly! Dylan and Katlin worked well together and know the meaning of team work! Bonus their therapy actually makes a difference in both my torn meniscus and rotator cuff"
146,MED_34,"I have been going to Caitlyn for the past 4 months to address ongoing neck issues that I have battled on and off for over 20 years. Right as I started PT, I fell and broke my ankle, so we had to add therapy for my ankle as well. Caitlyn was simply amazing! She's very knowledgeable, kind and patient. Highly recommend.My husband also goes to PT and sees Dylan. Everything I said about Caitlyn applies to Dylan as well!"
147,MED_34,I've been going here with injuries resulting a accident. My PT is Danielle and she's so sweet. She has another person that she helps whenever I'm there. I've never had PT so I am not sure if that is the norm. The staff here is friendly and informative.
148,MED_34,"I want to thank Dylan, Caitlin, Rachel and Rod for being so kind to me during my time at Physiotherapy Associates. I had physical therapy as the result of a car accident. My lower back, left shoulder and arm were really in pain and I could barely turn my head to the left.  It was a really scary time. Dylan and Caitlin were friendly, caring, patient and knowledgable. During each visit Dylan and Caitlin took me through various exercises and explained how they would help. They also used various techniques to bring me relief, i.e tens unit, massage and dry needling. When one thing didn't work we went on to the next thing. Dry needling hurts initially, but it was effective. They gave me exercises to do at home and showed me how to do them to make sure I did them correctly while on my own. Thank you again to Dylan, Caitlin and the entire staff."
149,MED_34,I received fantastic treatment at Physio for a nagging shoulder injury. The staff genuinely care about their patients and provide detailed explanation along with excellent care and at-home exercises. Highly recommended for any PT needs!
150,MED_34,"Physical therapy was okay, but the billing is a nightmare. My therapy was not covered by insurance so I paid the amount the company indicated for each visit out of pocket before each session. I was never given any indication that I was not paying the full amount for the attention I received. However, months later I received a statement showing additional charges added to almost all of my visits and a balance now due. I tried to call the company to get an explanation for the charges but could never reach a live person. My only option was to leave a message that was never returned. Then, every few days or so, I would receive a robocall from the company. When I answered I would be put on hold for up to ten minutes then disconnected without a live person ever getting on the line. This happened dozens of times. I was never able to speak to a live person and the extraneous charges were never explained. Take your business elsewhere. PA is just in the business of billing, not helping you get well."
151,MED_34,"I had nothing but positive experiences with everyone who worked there, from the front desk to the doctor, everyone was wonderful! Personalized treatment by people who actually cared. Highly recommended and will go back again!"
152,MED_34,Disclaimer :This update has nothing to do with the staff or doctors. My main complaint is with the business operations and billing process here. I got charge incorrectly on one of my visit and I've been trying to resolve the issue for the last couple of months with no success. It is very frustrating and I don't want others to have to go through the same pain. Please make sure to review your statements and ask questions immediately.
153,MED_34,"Dylan and Tim are friendly, caring, professional and knowledgeable. They took great care of me. I highly recommend this facility and staff!"
154,MED_34,"Nader Alhooie, DPT has been treating my lower back injury (L4, 5, S1) Piriformis Syndrome, & IT band pain since April. I don't know what I would have done without his expertise, amazing bedside manner, and clay heat packs! I highly recommend this location for all your ailments, especially when you're dealing with any debilitation...each of the staff members are super nice, and the clean facilities with amazing tree line views are just what you'll need to get back up and at 'em! I'll actually miss going here now that I'm better!!!"
155,MED_34,"Great place for PT and super friendly and assistive staff! They always work with your schedule and let you know if your therapist is going to be out and you need to reschedule. The front desk staff, Holly and Malorie, are always so nice and patient and assist you with any questions or needs you have. I had therapy with Dylan who is just the best!!! I had been dealing with plantar fasciitis for years and doing doctor prescribed stretching and icing with no results. I asked my doctor to try ""dry needling"" and from the very first session it provided immediate refief. Over the course of treatment it has completely changed my life. The dry needling is a little ""uncomfortable"" compared to other treatment options but nothing compared to my daily pain and it is nothing compared to the severe option of surgery. I can't thank Dylan and Phsio enough for the relief and change in my feet and my life. I would recommend anyone trying dry needling if it is an option for their condition. It is a serious ""no knife/no drugs"" way to go. Thanks Dylan!"
156,MED_34,"I work for the City of Atlanta Police Department and recently got injured while at work. I pulled my intercostal muscle and trapezius muscle which eventually put a very painful strain on the muscles in my shoulder. At one point my muscles were strained so bad, I had trouble breathing. I was hesitant about physical therapy because I had never done it before and haven't heard all positives things from friends and family. But to my surprise I was thoroughly pleased with each visit. The staff was friendly and very helpful. Both the physical therapist (Dylan) and his assistant (Tim) provided my with at home exercises to strengthen my shoulder after each session. I went to physically therapy for about two months and now feel 100% better. I would definitely recommend the needle therapy if you have muscle spasms like I was having (don't worry it's not painful). The office and equipment are all clean and well kept as well. The billing process was very easy for me as well. I just paid with a card at the end of each session."
157,MED_35,"Tara, Christina, Jordan, Dominique, and Hannah are AMAZZZING!! Tara has taken my hair from box dyed level 3 to level 10 in the past 9 months and has kept it soft, shiney, healthy and long every step of the way. We always have fun chatting and she's always ready to assist me when I pop in for questions about products. Everyone here is so well trained and professional. They have absolutely earned my customer loyalty. I love my hair and I love the Santa Rosa Ave Salon team at Ulta!!"
158,MED_35,"This Ulta is well stocked and incredibly clean. The staff is always helpful and patient with my 5 thousand questions. The salon sets it apart. My absolute favorite stylist in northern California works there! Hannah's youthe only person ever able to tame these locks and match my Auburn color to the tee. I've been to every high end salon, paid so much more. She's pretty booked so get your appt online now!"
159,MED_35,"If I could give zero stars, I would. Third time in a year looking to buy Anastasia brow wiz product and third time my color was not in stock, nor was my second choice. Then I asked for help from a completely uninterested sales woman to find CC Cream. When I said I think I want to look at Clinique she said I needednsuch-and-such shade th length was unable to locate it. She literally stood there looking around helplessly until finally just saying I cant find it"", not ""let's find something else"", or can I order it for you. Just ""I can't find it. Then she walked away and went back to chatting with the other uninterested sales people. Last visit. Ugh."
160,MED_35,"Had a fantastic experience with George! Firstly he was well dressed and professionally on point! Greeted me upon entering and immediately helped me pick my Bare Minerals shade. He made my day. Super kind, patient and really cared that I got the right shade. Not so great was the woman at the counter not looking up at any customers calling customers right in earshot of the line about rescheduling her appointments at the brow bar due to family issues. Hey, I get it, but not cool with only 1 staff at the register and a line. One woman came to assist the girl at the register but then left didn't even look at the line. It's funny usually they have too many at register and no one on floor or help or vice versa. C'mon ladies figure it out! This is a great store just needs more mature management. Just replicate George and this place will be poppin!"
161,MED_35,Why do you have a fragrance out but no tester? I wanted to spray the new Ralph Lauren perfume to see how it smelled like but there was no tester out so I asked an associate for help. He said that since I don't see it here it means that they don't have a tester for it because CORPORATE has to send the tester out for them to even OPEN it! I think this is a lame procedure because now I'm not going to even buy it because I don't know how it smells like! I've never had a good experience with Ulta and this experience reminds me of why I should just stick to Sephora. The thing that pissed me off was his answer and attitude sounded so lazy like it was a chore even if he was to make a tester out of a fragrance. I will no longer come into this location.
162,MED_35,"I went in for a hair cut and color. I was nervous but the stylist, Katrina, was very professional and really knew what she was talking about. She took into consideration how I felt and had great recommendations for what I should get. The service was great! I look super cute now, and the price was very reasonable. The store was clean, the employees were friendly, and paying was a breeze. I didn't even know they had a salon in the store, but they do! I highly recommend it!"
163,MED_35,Made a hair appointment and the hair dresser wasn't even there. The manager was the one who told me she wasn't there with an attitude! I was nice and she wasn't even sorry. As a manager you think she would care about her customer.
164,MED_35,"Hannah did such an awesome job on my hair. I made an appointment last minute and asked her for suggestions and she was amazing!! My daughter also got her eyebrows done by Catherine and they came out perfect! Thank you Ulta, Hannah and Catherine!! I'll be back forsure"
165,MED_35,"I was denied an appointment twice for lack of scheduling properly. I came in on Monday 8/19 when the brow bar hours are operating. They have hours of operation signs posted on the brow bar so this is how I knew. My usual brow bar girl holly wasn't in. Neither was anyone. Cool, it wasted drive but no big deal but kind of disappointed. I make an appointment explaining I only have tomorrow to come in because I'm leaving for NYC in a couple days. Cool got the appointment booked for 1:15 I come in and everyone is ignoring me. I tell the front staff I have an appointment with Holly and that's never communicated to her. Eventually after watching her do someone else's brows I again approach the front and then am told I don't have an appointment. I was literally just in the prior day booking an appointment and explaining my time crunch. I was again denied today and told to come back at 3 pm. It wasn't even 2pm mind you, so they wanted me to wait over an hour for a brow appointment they messed up on. I honestly went back in to explain my frustration with the staff at how I've now wasted tons of hours, money, etc. driving up out of my way to be turned away. This was kind of just ridiculous, the staff seemed to be u bothered and care less that they made such a huge mistake. I guess I've learned my lesson, stuck to the nicer salons and skip the brow bars \xe2\x80\x8d"
166,MED_35,"I have shopped at this store atleast twice . The first time i walked in was for some lashes . There was 2 ladies that were standing to greet people and i saw when they greeted a woman that came in before me . I stepped in and they just gave me dirty looks . The second time i shopped, they did the same exact thing as if i was invisible."
167,MED_35,"Huge store, well organized, lots of staff and check out looks speedy. There are no bargains here. Dept store prices. My favorite Kenra 25 Hair spray is $4 (four) more there than at the high end beauty supply store I love.Huge selection of NYX....more expensive than Bed Bath Beyond, and a vast assortment Even the cover girl mascara is a couple dollars more than Walgreens etcWanted to buy IT Cosmetics, the sales member must have been new...Beautiful store...must be flagship...much better than the other two I've seen."
168,MED_35,"SCARY skin care advice, I was in the beauty industry for years mostly in skin care....anyhow walked up to grab face wash and overheard an associate recommending Murad Hydraquinone to a VERY dark skinned woman with an even darker hyperpigmentation spot on her face. The customer wanted to know if it was safe on her very dark skin and for her very sensitive skin. Employee said it should be fine and to just apply it before moisturizing. This product is very strong and never be used on dark skin, sensitive skin or during the day!!! Ohhh no!!!!! Are you kidding me?! I like the selection there and I don't need advice but please Ulta, training your staff is important for customers who don't have the knowledge. This poor lady might now end up with serious issues!"
169,MED_35,"Mothers day. When in to find a present for a couple mamas. I went in and I am being stared out before I come in by a few employees and they are also looking at my little 5 yr old son and 5 yr old my neice. I go to the back make sure they dont touch anything as I am watching them. They saw 2 couches they wanted to sit and so I let them as I can see them. After less than 2 min There was a small thump, so I look and make sure nothing was drop or nothing was being touched. Only to see how an employee stops his conversation after seeing that I am there making sure everything was ok peeking his head over and over. Kids where calm and quit and the gentleman just stood there so I didnt feel comfortable and left. Walked to the front was looking at shadow with the little one ( again making sure they aren't touching) and my neice goes to the floor to grab sothing another gal employee comes over and is watching us like a hawk is is literally in front of me just watching us. Ugh. So I leave. They have amazing greeting, was extremely disappointed that I was not able to shop with out the hanging over me."
170,MED_35,"This is my first Ulta I have ever been into. Wow......and what a HUGE store.If you have cash to drop and time to spend, come into this store. It will make you go broke and occupy you at the same time. Ulta is broken into 2 parts of the store. One side is low end items you would find in Target or CVS. The other side is about quadruple the price for their higher end materials. Ulta has you completely cover for all of your girly necessities. Make up, bodywash, lotions, perfumes, shampoo, conditioners, polish, blow dryers, flat irons......THEY HAVE IT ALL!!!!!!!!!! I have had pretty good customers service when I have gone in there. Each time I enter their store, I have ways been greeted by someone asking me if I need any help. There seems to be plenty of associates willing to help. There is also a full service salon. However, I have not used their services."
171,MED_35,"I had been going to Ashley at Benefit for my brows for years, but when she left I was so sad! I tried 4 different people before finally finding Kelsey at the Benefit in Ulta on Santa Rosa Avenue! She is amazing! Some girls were too rough and harsh and others were way too soft and left tons of hair behind. I like my brows thicker but I still want an arch and no extra little hairs left! Kelsey is the best! Very soft handed, but still removes all excess hair and gives my brows back their amazing shape! Only downside is she rarely works Saturdays and Sundays and since I work until 5:30 M-F i don't always get her. However, Kathryn is also very good! She waxes a lot like Kelsey and again always brings my brows back to life! Also love getting all my lashes, mascara, eyebrow gel, and hair products here! Reasonably priced and I signed up for rewards which helps used money towards a purchase."
172,MED_35,"I recently purchased a bare minerals foundation, which I've purchased the same color for years. This time the foundation didn't match what was listed. I took it back to Ulta and the staff was super nice and helpful and switched the foundation out for the correct color. Thanks!"
173,MED_35,"Very disappointed in the customer service at this location. Unfortunately had a very uncomfortable experience when checking out with one of the cashiers. When I wasn't interested in giving my personal information, after using a pressuring sales tactic she then decided to call out another customer to use their information making everyone feel incredibly embarrassed. As a person who also works in sales, making your customers feel comfortable should be a priority."
174,MED_35,"So mostly this place is total crap EXCEPT the brow bar. Ashlee has been doing my brows for years, and let me tell you, there is no one better in the business. That woman can take a caterpillar brow, and make you a Kardashian. I can't stress enough how much I love her and her attention to detail. I'll never go to anyone else."
175,MED_35,"My first Ulta visit and I was blown away. This is a huge, beautifully organized store. There are Two sections: Drug Store Make Up and High End Make Up lotions and potionsIt is a very Pretty store - busy staff. Very few bargains.Loved it!"
176,MED_35,"I'll be writing two separate reviews for the salon and the beauty store itself within this one.The Salon:I've been going here for a couple years and finally found my ""go-to-Gal""--Anitra. She is the Salon manager so you're going to be $15-$20 more for the service than the regular stylists but it's 100% worth it. Here's why. June 13th I decided to color my hair for the first time ever from my natural golden blonde to an auburn red, so Anitra and I decided on a Redken Shades EQ Color Gloss which is a semi-permanent dye, but it ended up sticking in my hair, up until now. I loved this color so much and had such a wonderful time with Anitra who was accommodating, reassuring for my first time coloring, and really amazing with her hands!A couple of days ago I wanted a change and my friend said she knew how to do highlights so I trusted her. She ended up bleaching my entire head with splotches all over and completely missed my roots so I made an emergency appointment at Ulta and got Cynthia who was available. Unfortunately, I think there was a miscommunication because I asked to be taken back to my golden blonde and after Cynthia evened my hair out, I had a result of white-grey roots and yellow hair. I couldn't even leave the house. I know she had a hard situation to deal with but I felt stuck after 2 different toners and 4 hours in her seat. $170 later including tip, with something I hated. I called the Salon later that day and they offered a free fix by either the original stylist (Cynthia) or the manager (Anitra), and because of my positive experience with Anitra I went with her. I basically told her to surprise me and she gave me the most beautifully indescribable color of an ashy, yet warm, blondish brunette shade that her and I and several other stylists couldn't put a name on. I'm in love! Even though the service was free, she did a treatment on my hair and styled it for me. I tipped of course because she's amazing. I'll attach photos of my original, my red when I first got it and 3 months later, my later horror story hair, and what Anitra fixed me to today. The Store:I've found this store to be generally well-stocked and the staff to always be super genuinely nice. After my horror with the white/yellow hair described above, I almost bought a box dye and called it quits, but a lady (Alex, beautiful lavender/intentionally grey hair) at the register told me to try the Joico purple shampoo and although it didn't work out it still prevented me from ruining my hair and gave me time to make a rational decision that ended wonderfully. I feel like I've made friends with many of the lovely staff members here and will continue to come back again and again, probably 3-4 times a week Overall, I love my local Ulta and everything that comes with it."
177,MED_36,"Jason Kent Physical Therapy was first recommended to me by my hairdresser who also deals with similar chronic neck and shoulder pain. Then I was referred to him by Axis Pain Center, so I knew he was the right therapist for me. I go to the Warner Robins location off of Osigian Blvd. because it's about 7 minutes from my house. Appointments are easy to schedule, and his hours are flexible. The office is small but always clean and inviting. The staff is friendly, helpful, and they know you on a first name basis. I've only been in therapy for about 2 months going 3x per week, but Jason has been incredible at treating my trigger points and improving flexibility and range of motion. Once my muscles eventually begin to loosen up more I'm confident my nerves will no longer be pinched, or at least I'll be better able to manage this chronic pain that's been interfering with my daily life for the past 2 1/2 years. He also helps with realignment issues and posture problems. I'm a full-time potter, and this type of daily work is literally back breaking.He's been completely professional, and I've experienced more pain relief in 2 months at his practice than I ever did during the year long disaster of Physical Therapy I experienced. Just read my other review. Ladies, you're safe here. Jason is trustworthy, positive, sympathetic, and an expert. He's been a game changer! Highly recommend! I tell everyone about his practice."
178,MED_36,"Generally they're pretty good. They are extremely respectful and it's always, always, ""yes, sir"" or ""yes, ma'am."" He's done everything right to make people comfortable. He's installed security cameras in the main area and the rooms needing more privacy go up maybe seven feet so it's private but not sound proof. Great concept for keeping dignity but protecting therapists and patients from a he said/she said type situation.Rarely do they run late and rarely do they rush you through the therapy.  I don't like their manual evaluations as I feel that they press too hard. second time I went back to them, I told the woman you're pressing too hard and hurting me.  Also, if the RX says three things, they may give you two and add something different. Fine, if it works.Generally, they're very friendly and make you feel like a person and not a commodity. I've seen several of these theory places come and go and the ones that go probably valued their bottom line over the patient. Great parking at the Macon location and you only have a few steps to walk to get to the door. I've always felt comfortable there and well treated.  Never ever walked in the door and not greeted with an attitude of ""glad to see you."""
179,MED_38,I was very concerned about coming here due to the distance from my house and the ONE bad review for this place. I tried to get another therapy place closer to my house .. However .. This was it .. One .. Yes .. Only one.. covered by my Insurance. ( Sigh) Well it turns out they are not too bad. Nice people and clean environment. My one complaint is that they hardly changed my routine and then cut me loose to go back to work without asking me what I need to do and did no work conditioning.. I was not ready.
180,MED_38,"Probably the worst physical therapy office I've ever been to. Only accept cash & personal checks and will not bill the patient if they don't have cash or a check?? It's 20 freakin '19 for crying out loud. That's just the start of the terrible business this is. The receptionists are nice, but claim that the owner doesn't want to change policies that help/benefit the patients. Just like other reviews have mentioned, the therapists and equipment are out of date. All they do is give you the exercises that are literally internet prinouts and do some icing. If your insurance allows find another one because it's almost better to save your money and find the rehab exercises online. Why can't a business actually be in the business of helping the patients instead of squeezing every possible dime out of their patients and giving them the least possible service. It's disgraceful."
181,MED_38,"True the parking sucks here. True they only accept cash for payment on co-pays. True they are always busy. However the are here to teach you how to excercise and which therapys work best in what order. You have to actually put in the work of doing the excercise and tharapies to get good results. Then you come back for a check up on your progress. If you did your homework, they might give you another level to work on. The Therapists and Therapy Aides are friendly, professional and competent. They work with you and your legitimate limits and help you improve your health by correcting your moves & methods. They also suggested other things to discuss with my Doctor for improving my progress in therapy. That suggests an interest in my health improvement. They are not just going through the motions. If it wasn't for the busy schedule, crowded parking and cash only policy I'd give them a top star review."
182,MED_38,"Don't go here! First the parking garage is a disaster to park in. Second the fact they don't take credit/debit cards is really inconvenient. Both appointments I went to they were behind schedule. This is a small facility and they cram so many patients in at the same time. Not to mention the equipment is really out dated, the bike looks like its over 20yrs old & was bought at a yard sale. Now I could've overlooked all those things if they had great therapists that really helped, but they don't. I told the therapists multiple times that because I am hyper-mobile I need help with my stretching and they ignored me. I told them the stretches/exercises are not hitting the right area of my neck and they told me just to keep doing them. If you need hands on work to help you heal, go somewhere else, they won't touch you to help work out knots. I tried calling them 3 times to cancel my appointments and the phone rings & rings & then goes silent. Horrible!"
183,MED_41,Incredible care for adults and little ones alike. My daughter was right at home here. Kind and knowledgeable staff. And.... they accept Premera
184,MED_41,"What can I say, the reviews on Dr. Chrissy were correct. She is amazing. Throughout my entire first appointment she was so kind and empathetic to my pain and the emotion that comes with a first pregnancy. She addressed all my concerns including health questions. After my first adjustment, I already feel a million times better. Thank you!! I cant wait to go back, I know this is exactly what me and my baby need!!"
185,MED_41,"I have been seeing Dr. Justin since my car accident in April. He's been super knowledgeable and helpful in my recovery and overall health. He has guided me to getting the resources I need and I can tell he loves what he does. I love that he takes the time with you to really get to know you, rather than ticking another patient off the list so to speak. When Dr. Justin and Maurice (front office manager- she's so awesome!) were both gone one day, I could tell they really communicated my treatment plan to Dr. Chrissy and office staff. That type of communication and attention to detail are the things I look for in a health care facility. Although I've only met with Dr. Chrissy once, we had a wonderful conversation about a Paleo lifestyle and diet. She's great! definitely recommend this office for not only, chiropractic care, but overall health and wellness."
186,MED_41,"This is the first chiropractor I've ever been to and have been pretty happy with my results over the last couple months. When I first came in I had 2 separate, chronic back pain issues and no idea what to expect. I was impressed when my first appointment was an hour long and at least the first 40 minutes were spent just discussing my history and symptoms. Dr. Justin asked about things I never would have known could be related -- he was very thorough, listened intently, and seemed very knowledgable. He ordered X-rays of my back, which provided a lot of great insight into my pain. He spent a lot of time showing me the imagines and explaining what he saw. Going in, my only impression of chiropractors was this idea that you go in, lay on a table and a doctor cracks your back in a bunch of crazy ways and sends you on your way, cured. (Ta-da!) Of course I learned that it's a bit more involved than that, namely in that you should expect to be asked to come back in on at least a weekly basis when you first begin treatment. It takes several visits to establish a good baseline of correcting whatever issues you may have going on-- something I wasn't expecting, so initially I was taken aback by that. When my pain started dissolving though, I knew we were on the right track! Justin has used multiple methods to adjust me, all new to me and all impressive! I feel better after every appointment. 1 of my 2 issues cleared up completely after 3 or 4 visits and the other has improved greatly!I was a little confused about what ""the plan"" was during the beginning stages of treatment but it's coming together now. Also seem to be having lots of issues with my insurance/payment process but that could be on the insurance company and not on Fife Chiropractic. Overall it's been a great experience so far!"
187,MED_41,"Hi, my name is Daniel and I'm 2! Doctor Chrissy and Justin were making me feel better and better every day. I felt like I was their favorite patient and they actually said I was!Me, and my mommy and daddy are happy to say that Fife Chiropractic is the best and fun office to be at. I hope Dr. Justin remembers me so that my mommy can get a free massage. Thank you :)"
188,MED_41,I've been going here for a few months and I absolutely love them. The staff is incredible and the doctors are top notch!! You can really tell that they genuinely care about your well being which makes for a great visit every time. If you're in pain or just looking to better your health definitely give them a try!
189,MED_41,"The BEST Drs and staff around! If you have a kink, a bend or just needed an alignment...stop in here. Dr Chrissy & Dr Justin are top of the line, compassionate and caring and LISTEN to their patients!"
190,MED_44,I really couldn't say enough good things a butt my outpatient visit to this hospital and the staff working there. Everyone I dealt with was nice and helpful. As for hospitals I would definitely give them another try if the med arose!
191,MED_44,"Decided to come here instead of St. Joseph. Usual 5 hour stay for an ER visit. Had a long wait and confusion getting a ct scan. Misunderstanding on the quality of the I.V.. Finally decided it was working the entire time. Doctors were thorough and approachable. This trip was an extra 15 minutes for us but since it was covered by Insurance decided to try it. Overall, I would say they are pretty even maybe a slight tip to St. Joseph's due to the friendliness of the nurses in the E.R.."
192,MED_45,"From my initial scheduling process with Jasmine to now several months of Sarah's PT plan (I had a serious foot and ankle injury) they have been spectacular. I've gained back a surprising amount of range of motion given the injury, and regained the ability to walk with a normal-looking gait (it'll never be actually normal again due to the realities of the injury). If you need PT in Savannah and are willing to put in work to get better, I highly recommend them."
193,MED_45,"I really cannot say enough good things about Sarah, Jasmine and my experience at Benchmark. I went in with hip pain that had been nagging me for months and came from a several year-old running injury. I was told by the doctor I could get a cortisone shot or try physical therapy and since I am not a fan of shots or temporary fix's I opted for the physical therapy. Sarah was a lot of fun to work with and always seemed to have a great attitude about being at work. Jasmine was always a pleasure to speak to over the phone and in person setting up appointments. This was the first time I used physical therapy in a long time and I felt the facility was modern and had the equipment needed for me to work on improving my hip. While there Sarah also gave me some exercises to work on my lower back pain and was always very flexible on appointment times. In short, my injury got better and I had fun doing it. This location was also convenient to my house; I would recommend this Benchmark office to anyone needing these services. Also, to show the dedication Sarah has, she participated in a 10k race as a fund raiser as part of their corporate fundraising process (for American Heart Association if I recall). I would be remis if I did not mention that Sarah does dry needling, if you don't know what that is be sure to ask her as she is happy to show you!"
194,MED_48,"Warning: They are owned by Wellstar Hospital and appointments are billed as such, so your insurance will evaluate the claim as a hospital visit. In my situation this resulted in having to pay $75 to $225 per visit instead of a $50 copay each time. They have no problem encouraging a greater number of appointments because ""you'll meet your deductible sooner rather than later"". Other than that issue, I think PT Solutions is a good provider. Staff was friendly and you get a good amount of attention despite them juggling multiple patients at a time. That being said, if you want undivided attention I would not recommend going here unless you only make appointments during the slower hours. Office was very nice with a lot of great equipment. I do feel they helped with my neck issues but I will not be returning due to their billing practices."
195,MED_49,"In 2016 my mother fell at Fair Oaks Mall and broke a bone directly under her shoulder. There was very little the Doctors could do to help her, so they sent her home with a sling around her arm and a bottle of pain pills. Fortunately for my mom, I knew a great Physical Therapist who helped me in 2011 after fracturing several vertebrae in a car accident. That physical therapist was David Sahley, the owner/operator of Dynamics Physical Therapy. My mom was skeptical and a little scared of going to Physical Therapy because she didn't know much about it. But, because I recommend Dynamics she trusted me and made an appointment to specifically see David Sahley. After meeting with Dr. Dave just once, her perspective completely changed due to Dr. Dave's expertise, trustworthiness, and positive attitude which created an immediate bond between Dave and my mom. Before my mom started PT with Dynamics she wasn't even able to lift her arm above shoulder-level. This meant she couldn't drive, do her hair, or even get dressed without extreme difficulty. Once she started going to see Dave, her condition improved dramatically from one appointment to the next. In just three weeks time, my mom regained the ability to drive, do her hair, and get dressed without any difficulty. The progress she made in just three weeks was astonishing, but Dr. Dave wasn't going to let her off quite that easily. Dr. Dave stressed the importance of continuing her therapy to insure that her condition would not regress, and that another few weeks of therapy would reinforce and solidify the progress she had made. So my mom continued her therapy for another 3-4 weeks, both in the Dynamics' office and at home, and the extra work paid off perfectly. To this day, my mom has total mobility in her arm/shoulder and has no pain whatsoever, all thanks to David Sahley and Dynamics Physical Therapy. It's as if she was never even injured. In summary, I highly recommend Dynamics Physical Therapy and David Sahley as a best-in-class Doctor of Physical Therapy. Dr. Dave's expertise, experience, and record of success speaks for itself and is second to none. But what truly sets him apart from other PT's is his empathy, kindness, and tremendous sense of humor which sets his patient's minds at ease. If I can trust Dr. Dave with the health and well-being of my own mother, I can trust him to care for anyone and everyone. Thank you Dr. Dave!"
196,MED_49,"Went for initial assessment - The Physician, (Karen) was very thorough and was able to get a little bit of therapy in as well. Feel better after day 1. Scheduling was already set up but was able to work with them very easily to remove appointments that conflicted with my work schedule. Didn't add and that might have been a problem. Haven't seen any billing yet but expecting it to be as any therapy would be. It's a co pay every visit so shouldn't be any surprise such as ""Test T."" described. Maybe it's new for them. We didn't discuss any payments so that may be an area for improvement especially for someone who may be new to therapy. A good discussion and heads up might have helped ""Test T."" be prepared."
197,MED_49,"This practice supported my daughter and helped her recover and rehabilitate from various injuries throughout her competitive gymnastics career...for six+ years, from middle school into college. Dr. Sahley is not only a highly competent and outstanding physical therapist, but his personality and relaxed demeanor make him someone that patients of all ages can easily relate to and communicate with. Smart and intuitive, Dr. Sahley stands out in his field technically because he is also certified as an orthopedic manual therapist (as is his colleague, Dr. Jensen-Vick). I believe several times my daughter's outcomes were more successful because Dr. Sahley was able to integrate manual therapy into her treatment. Although the Herndon office may be small and rather close-quartered, the staff and therapists loom very large in my book!"
